         11521085 function calls (10993404 primitive calls) in 5.859 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      403    0.002    0.000    0.009    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/datamodel/packer.py:73(__init__)
     1709    0.002    0.000    0.023    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/colorama/initialise.py:37(init)
     2789    0.002    0.000    0.007    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/types/abstract.py:49(_intern)
     4691    0.002    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/values.py:860(__init__)
    14955    0.002    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/compiler.py:377(__getattr__)
     1616    0.002    0.000    0.003    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/types/functions.py:78(add_error)
1941/1742    0.002    0.000    0.534    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/templates.py:349(apply)
 2964/936    0.002    0.000    1.796    0.002 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/compiler_machinery.py:272(check)
     2726    0.002    0.000    0.026    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/binding/module.py:251(_next)
    10444    0.002    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/controlflow.py:117(successors)
        1    0.002    0.002    0.002    0.002 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/backends/backend_macosx.py:38(__init__)
     1018    0.002    0.000    0.041    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/builder.py:297(if_then)
     4499    0.002    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/values.py:575(function_type)
     1492    0.002    0.000    0.003    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/inspect.py:2686(__init__)
 1385/570    0.002    0.000    1.903    0.003 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/compiler_lock.py:32(_acquire_compile_lock)
     1532    0.002    0.000    0.008    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/builder.py:756(load)
    19194    0.002    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/builder.py:195(block)
     1830    0.002    0.000    0.011    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/interpreter.py:1761(_dispatch)
     1336    0.002    0.000    0.004    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/numpy_support.py:387(choose_types)
       81    0.002    0.000    0.002    0.000 {built-in method posix.getcwd}
     2431    0.002    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/controlflow.py:367(_add_edge)
     1830    0.002    0.000    0.003    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/byteflow.py:1595(append)
      953    0.002    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ir.py:1264(find_exprs)
    27/24    0.002    0.000    0.004    0.000 {built-in method _imp.exec_dynamic}
     1023    0.002    0.000    0.029    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/typeof.py:27(typeof)
       38    0.002    0.000    0.006    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ir_utils.py:2318(fixup_var_define_in_scope)
  476/473    0.002    0.000    0.011    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/inspect.py:2428(_signature_from_callable)
     1079    0.002    0.000    0.006    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/contextlib.py:546(__exit__)
     1439    0.001    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/controlflow.py:601(push_state)
      950    0.001    0.000    0.005    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/controlflow.py:395(_eliminate_dead_blocks)
  113/111    0.001    0.000    0.078    0.001 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/inline_closurecall.py:1414(_inline_const_arraycall)
    38/12    0.001    0.000    1.892    0.158 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/compiler_machinery.py:342(run)
      511    0.001    0.000    0.017    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/cgutils.py:362(alloca_once)
     1893    0.001    0.000    0.003    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/analysis.py:66(fix_point_progress)
     1725    0.001    0.000    0.005    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/byteflow.py:139(_run_handle_exception)
     7672    0.001    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/logging/__init__.py:1467(debug)
    17718    0.001    0.000    0.001    0.000 {method 'acquire' of '_thread.RLock' objects}
    11552    0.001    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/_utils.py:71(_stringify_metadata)
     3418    0.001    0.000    0.007    0.000 <frozen _collections_abc>:778(__contains__)
     4498    0.001    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/binding/value.py:117(__init__)
     1038    0.001    0.000    0.143    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/pprint.py:206(_pprint_dict)
     1676    0.001    0.000    0.002    0.000 {method 'sub' of 're.Pattern' objects}
    28625    0.001    0.000    0.001    0.000 {built-in method builtins.iter}
    17394    0.001    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/values.py:554(_get_name)
      477    0.001    0.000    0.003    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typeinfer.py:508(fold_arg_vars)
     9317    0.001    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ir.py:255(__hash__)
     1630    0.001    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ir.py:1535(get_definition)
5305/5304    0.001    0.000    0.015    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/datamodel/manager.py:40(__getitem__)
     1499    0.001    0.000    0.005    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/instructions.py:459(descr)
     1966    0.001    0.000    0.005    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/errors.py:470(catch_warnings)
      984    0.001    0.000    0.033    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/context.py:374(resolve_value_type)
    77/55    0.001    0.000    0.533    0.010 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typeinfer.py:142(propagate)
     1374    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
      840    0.001    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/byteflow.py:1502(__hash__)
      452    0.001    0.000    0.007    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/module.py:45(add_metadata)
     1114    0.001    0.000    0.001    0.000 {method 'getvalue' of '_io.StringIO' objects}
     2150    0.001    0.000    0.003    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/target_extension.py:52(get_local_target)
       38    0.001    0.000    0.015    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/lowering.py:373(_find_singly_assigned_variable)
   106/83    0.001    0.000    0.255    0.003 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/lowering.py:741(lower_binop)
     5853    0.001    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/binding/ffi.py:337(detach)
      645    0.001    0.000    0.013    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/values.py:973(descr_prototype)
      594    0.001    0.000    0.004    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/instructions.py:533(__init__)
     1868    0.001    0.000    0.006    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/interpreter.py:1492(_iter_inst)
       38    0.001    0.000    0.010    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/interpreter.py:973(peep_hole_delete_with_exit)
     2819    0.001    0.000    0.002    0.000 {built-in method _functools.reduce}
    11848    0.001    0.000    0.001    0.000 {method 'encode' of 'str' objects}
     1076    0.001    0.000    0.243    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/pprint.py:57(pformat)
     8829    0.001    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/analysis.py:69(<genexpr>)
     1445    0.001    0.000    0.081    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/values.py:1172(descr)
    17718    0.001    0.000    0.001    0.000 {method 'release' of '_thread.RLock' objects}
       21    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
      718    0.001    0.000    0.006    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/typeof.py:41(typeof_impl)
     1006    0.001    0.000    0.006    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/instructions.py:349(__init__)
      994    0.001    0.000    0.015    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/extending.py:129(decorate)
     7788    0.001    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/controlflow.py:125(predecessors)
  709/408    0.001    0.000    0.705    0.002 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/lowering.py:665(lower_assign)
5474/3001    0.001    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/datamodel/packer.py:144(rec)
    17990    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
     1983    0.001    0.000    0.018    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/binding/module.py:240(_next)
    14906    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
     1671    0.001    0.000    0.008    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/values.py:1123(__str__)
     1006    0.001    0.000    0.003    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/instructions.py:365(descr)
     1532    0.001    0.000    0.003    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/instructions.py:439(descr)
        1    0.001    0.001    0.004    0.004 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/font_manager.py:1361(_findfont_cached)
  902/403    0.001    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/datamodel/packer.py:175(rec)
      830    0.001    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/_api/__init__.py:101(check_in_list)
      978    0.001    0.000    0.007    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/builder.py:568(_icmp)
  523/431    0.001    0.000    0.560    0.001 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/context.py:233(_resolve_user_function_type)
    38/21    0.001    0.000    1.445    0.069 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typed_passes.py:435(run_pass)
      798    0.001    0.000    0.004    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ir_utils.py:2213(enforce_no_dels)
     2316    0.001    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/values.py:1051(__init__)
      435    0.001    0.000    0.026    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/context.py:700(load_additional_registries)
     2809    0.001    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/context.py:455(_lookup_global)
     2360    0.001    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/values.py:875(_to_list)
      865    0.001    0.000    0.011    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/builder.py:875(call)
     3592    0.001    0.000    0.003    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/lowering.py:362(_disable_sroa_like_opt)
     1124    0.001    0.000    0.006    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/instructions.py:205(descr)
  452/353    0.001    0.000    0.032    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/base.py:526(get_function)
      750    0.001    0.000    0.019    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/lowering.py:1511(delvar)
     1445    0.001    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/builder.py:357(_set_terminator)
       76    0.001    0.000    0.004    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/analysis.py:291(dead_branch_prune)
     2024    0.001    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/context.py:250(_get_attribute_templates)
     2525    0.001    0.000    0.004    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/types/functions.py:230(_unlit_non_poison)
      115    0.001    0.000    0.009    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ir.py:1308(dump)
      575    0.001    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/functools.py:35(update_wrapper)
     2014    0.001    0.000    0.005    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/cpu_options.py:112(_get_values)
       38    0.001    0.000    0.072    0.002 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/interpreter.py:1352(interpret)
      860    0.001    0.000    0.004    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typeinfer.py:1092(add_type)
       66    0.001    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/ctypes/__init__.py:48(create_string_buffer)
     5569    0.001    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/byteflow.py:1570(get_inst)
     2045    0.001    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/cpu_options.py:58(encode)
     2525    0.001    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/types.py:27(as_pointer)
     3176    0.001    0.000    0.005    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/base.py:368(insert_func_defn)
     4676    0.001    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/utils.py:376(key)
      637    0.001    0.000    0.004    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/lowering.py:404(<listcomp>)
        1    0.001    0.001    0.001    0.001 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/cm.py:427(to_rgba)
      818    0.001    0.000    0.015    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/lowering.py:1567(decref)
    11002    0.001    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/templates.py:50(args)
     3099    0.001    0.000    0.048    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/targetconfig.py:196(values)
     7672    0.001    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/logging/__init__.py:1734(isEnabledFor)
  334/209    0.001    0.000    0.696    0.003 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/lowering.py:1185(lower_expr)
2989/2689    0.001    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/types.py:127(__eq__)
  519/480    0.001    0.000    0.481    0.001 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/templates.py:698(_get_impl)
